join_key,state,fdid,inc_date,inc_no,exp_no,loc_type,num_mile,street_pre,streetname,streettype,streetsuf,apt_no,city,state_id,zip5,zip4,x_street,year
NY52112020920020020267000,NY,52112,02092002,0020267,000, , , ,672 SUNRISE HIGHWAY, , , , , ,11704, , ,2002
NC09213112020100033909000,NC,09213,11202010,0033909,000,2, , ,CAPITAL,BLVD, , ,RALEIGH,NC,27601, ,I 440,2010
TXWB901060720151580250000,TX,WB901,06072015,1580250,000,1,5324,,HASTINGS,DR,,,Fort Worth,TX,76133,,,2015
KSLN407040620110000145000,KS,LN407,04062011,0000145,000,6, , , , , , ,CENTERVILLE,KS,66014, ,COUNTY ROAD 1077 & DINGUS RD,2011
CA04010121220160011798000,CA,04010,12122016,0011798,000,1,2001,,NOTRE DAME,BLVD,,221,Chico,CA,95928,,E 20TH ST,2016
AZ08113102120166079953000,AZ,08113,10212016,6079953,000,1,897,N,JOSHUA TREE,LN,,,GILBERT,AZ,85234,,,2016
MA05293040420160002661000,MA,05293,04042016,0002661,000,1,,,ROUTE 24 N,,,,TAUNTON,MA,02780,,,2016
GA00801030520160001380000,GA,00801,03052016,0001380,000,1,5590,,Highway 20,,,2117,CARTERSVILLE,GA,30120,,,2016
NM01013041320150005045000,NM,01013,04132015,0005045,000,1,4902,,3RD,ST,SW,,Albuquerque,NM,87105,,300 EASTVIEW ST SW 200 VALLEY,2015
MO09205121620150003658000,MO,09205,12162015,0003658,000,1,396,W,N Second,ST,,,Wright City,MO,63390,,,2015
TXGS407090620020002371000,TX,GS407,09062002,0002371,000,1,310, ,ORCHARD,ST, , ,MISSOURI CITY,TX,77489, , ,2002
PA38010011920140000029000,PA,38010,01192014,0000029,000,2,,S,Mill,ST,,,Jonestown,PA,17038,,East Market Street,2014
OH31083040720040000101000,OH,31083,04072004,0000101,000,1,1910, ,Dallas,AVE, , ,Cincinnati,OH,45239, , ,2004
WA31M13122520030000915000,WA,31M13,12252003,0000915,000,1,9901, ,272ND,PL,NW, ,Stanwood,WA,98292, , ,2003
AZ0812304162014-118623000,AZ,08123,04162014,-118623,000,1,,N,75TH,AV,,,GLENDALE,AZ,85301,,,2014
FL06301072920160079066000,FL,06301,07292016,0079066,000,1,7120,,ADDISON RESERVE,,,,PALM BEACH COUNTY,FL,33446,,,2016
WA32M10112320030020492000,WA,32M10,11232003,0020492,000,1,727,E,CENTRAL, , , ,City of Spokane,WA,99207, , ,2003
OH09015010120151500013000,OH,09015,01012015,1500013,000,1,326,,HANOVER,ST,,,HAMILTON,OH,45011,,,2015
ILCS931010620150012589000,IL,CS931,01062015,0012589,000,1,5723,S,THROOP,ST,,,Chicago,IL,60636,,X11259 BL W 58TH ST X21301,2015
FL05032032520141404975000,FL,05032,03252014,1404975,000,1,814,,KENTUCKY,AVE,N,,LAKELAND,FL,33801,,,2014
LA44001021820160000577000,LA,44001,02182016,0000577,000,1,4513,E,JUDGE PEREZ,DR,,,MERAUX,LA,70075,,,2016
PA51001072620162080947000,PA,51001,07262016,2080947,000,6,,,,,,,PHILADELPHIA,PA,19120,,5409 Westford Rd,2016
AZ11123090820150023795000,AZ,11123,09082015,0023795,000,2,,N,BALD EAGLE,AVE,,,PIMA COUNTY,AZ,85742,,W CHEETAH ST,2015
MI08301021720160000037000,MI,08301,02172016,0000037,000,1,4510,W,COUNTY LINE,RD,,,Buckley,MI,49620,,,2016
FL06301011620030004081000,FL,06301,01162003,0004081,000, , , ,1428 DANDELION LN, WE, , , , , ,33417, ,2003
OH43200081320140002571000,OH,43200,08132014,0002571,000,1,1576,,Park,AVE,,,Madison,OH,44057,,,2014
NV03050021920166048834000,NV,03050,02192016,6048834,000,1,3535,S,Las Vegas,BLVD,,,Las Vegas,NV,89109,,,2016
VA73000020920133000483000,VA,73000,02092013,3000483,000,1,203,,PEAKSIDE,WAY,,A,PETERSBURG,VA,23805,,RIDGEVIEW LN,2013
NM01007100220160069867000,NM,01007,10022016,0069867,000,1,8601,,CENTRAL,AVE,NE,,Albuquerque,NM,87108,,,2016
TN24143082320020020370000,TN,24143,08232002,0020370,000, , , ,315 CHARLESTON, , , , , ,38068, , ,2002
MD15555070820160084742000,MD,15555,07082016,0084742,000,1,4904,,MC CALL,ST,,,NORTH BETHESDA,MD,20852,,,2016
TXSA412120720140003944000,TX,SA412,12072014,0003944,000,1,25335,,Budde,RD,,pool,Spring,TX,77380,,,2014
CA19110032920150087739000,CA,19110,03292015,0087739,000,1,19300,,NADAL,,,,SANTA CLARITA,CA,00000,0000,btwn WHITES CANYON RD,2015
CA19110081420160235562000,CA,19110,08142016,0235562,000,1,20700,S,AVALON,,,,CARSON,CA,00000,0000,btwn E DOMINGUEZ ST,2016
ILWG194072120040000314000,IL,WG194,07212004,0000314,000,1,22500, ,Millsdale,RD, , ,ELWOOD,IL,60421, , ,2004
FL28042081620150040320000,FL,28042,08162015,0040320,000,2,,,CALIENTE,BLVD,,,LAND O LAKES,FL,34639,,EHREN CUTOFF,2015
PA28044083120150056725000,PA,28044,08312015,0056725,000,1,1819,,Wayne11003415,RD,,,GuilfordTownship o,PA,00000,,,2015
GA03103111420140004081000,GA,03103,11142014,0004081,000,1,5452,,Phillips,DR,,,Forest Park,GA,30297,,,2014
MA27097010420140000058000,MA,27097,01042014,0000058,000,1,,,ELLIS,RD,,,Westminster,MA,01473,,,2014
NE01005033120140013560000,NE,01005,03312014,0013560,000,1,4106,N,41ST,ST,,,OMAHA,NE,68111,,4106 N 41ST ST,2014
CO00505051920160020663000,CO,00505,05192016,0020663,000,1,10201,E,3RD,AVE,,,AURORA,CO,80010,,,2016
AL00313012520160002365000,AL,00313,01252016,0002365,000,1,4108,W,SMILEY,CIR,,B,MONTGOMERY,AL,36108,,,2016
ILKA121081920150010763000,IL,KA121,08192015,0010763,000,1,1071,,RECKINGER,RD,,,AURORA,IL,60505,,1302 TRASK RD,2015
FL02072040920160038241000,FL,02072,04092016,0038241,000,1,9542,,THORNABY,,,,JAX 4403 SCX,FL,32256,,,2016
AL03801060720160005392000,AL,03801,06072016,0005392,000,1,314,,SIXTH,AVE,,,DOTHAN,AL,36301,,,2016
GA06002073020150007852000,GA,06002,07302015,0007852,000,1,5411,,HENNESSY,CIR,,,Atlanta,GA,30349,,,2015
VA15301072620160030044000,VA,15301,07262016,0030044,000,1,1420,,HORNER,RD,,,WOODBRIDGE,VA,22191,,X1 X2 ARMSTEAD ST,2016
CA56010111320130052315000,CA,56010,11132013,0052315,000,1,451,E,PORT HUENEME,RD,,228,PORT HUENEME,CA,93041,,N 5TH ST N VENTURA RD S VEN,2013
VA81000050820160020671000,VA,81000,05082016,0020671,000,1,4704,,PRICE CI,,,,VIRGINIA BEACH,VA,23455,,VICTORY RD,2016
FL10162051020162505535000,FL,10162,05102016,2505535,000,1,3799,N,PINE ISLAND,RD,,C6,SUNRISE,FL,33351,,3799 N PINE ISLAND RD,2016
MA17284040420160003974000,MA,17284,04042016,0003974,000,1,239,,MAIN ST,,,,STONEHAM,MA,02180,,,2016
KSBU309071220030000102000,KS,BU309,07122003,0000102,000,1,103,S,4th,ST, , ,Towanda,KS,67144, , ,2003
FL61091031220160003232000,FL,61091,03122016,0003232,000,1,1609,,MOODY,BLVD,,,BUNNELL,FL,32110,,,2016
AZ14291071520160001465000,AZ,14291,07152016,0001465,000,1,1951,N,Page Springs Road,,,,Cornville,AZ,86325,,,2016
AZ14291011320150000094000,AZ,14291,01132015,0000094,000,1,2604,S,PIPE CREEK,DR,,,Cottonwood,AZ,86326,,,2015
OH25123091420080000840000,OH,25123,09142008,0000840,000,1,1737, ,SHADYBROOK LANE, , , ,Columbus,OH,43338, , ,2008
FL04022121920020133270000,FL,04022,12192002,0133270,000, , , ,2654 AUGUSTA DR N, , , , , ,33761, , ,2002
MN62210071120020205849000,MN,62210,07112002,0205849,000,1,1950, ,ENERGY PARK,DRIV, , ,SAINT PAUL,MN,55108, , ,2002
MA21243052620030004130000,MA,21243,05262003,0004130,000,1,1, ,MERRYMOUNT,PKY, , ,Quincy,MA,02170, , ,2003
SC42242102120042004301000,SC,42242,10212004,2004301,000,1,27 M/M, ,INTERSTATE I26 EASTBOUND,HWY, , ,MOORE,SC,29369, , ,2004
NC06513042920140144208000,NC,06513,04292014,0144208,000,1,1628,,SOUND WATCH,DR,,,Wilmington,NC,28409,,,2014
FL06301072820150075734000,FL,06301,07282015,0075734,000,1,23188,,SURF,RD,,,PALM BEACH COUNTY,FL,33487,,,2015
WI40200051820140042006000,WI,40200,05182014,0042006,000,1,5734,N,94TH,ST,,,MILWAUKEE,WI,53225,,,2014
ILLA342122220150004517000,IL,LA342,12222015,0004517,000,1,1947,N,Municipal,WAY,,,Round Lake Beach,IL,60073,,,2015
AZ11223072020141444590000,AZ,11223,07202014,1444590,000,2,,,E 27TH ST,,,,Tucson,AZ,85713,,S WINSTEL AV,2014
AL05701040120161600956000,AL,05701,04012016,1600956,000,2,,,Opelika,RD,,,Phenix City,AL,36867,,Stadium,2016
VA81000092820150043157000,VA,81000,09282015,0043157,000,1,2009,,ALOMA DR,,,,VIRGINIA BEACH,VA,23456,,DAMASCUS TL,2015
NY24001032220150310884000,NY,24001,03222015,0310884,000,1,370,,E 31 ST,,,,New York City,NY,11226,,,2015
NC08665082520111108006000,NC,08665,08252011,1108006,000,1,11797, ,NC 268, , , ,ELKIN,NC,28621, , ,2011
FL07252052820030032831000,FL,07252,05282003,0032831,000,1, , ,MANDARIN,DR, , ,ORG,FL,32819, , ,2003
VA70001122620140030373000,VA,70001,12262014,0030373,000,1,49,,CARMELLA,CIR,,,Newport News,VA,23602,,,2014
ILWJ213100620150000766000,IL,WJ213,10062015,0000766,000,1,750,N,Blackhawk,BLVD,,,Rockton,IL,61072,,,2015
AL00102123120150059378000,AL,00102,12312015,0059378,000,1,5405,,5TH,CT,,,BIRMINGHAM,AL,35212,,,2015
MO09004110520161105161000,MO,09004,11052016,1105161,000,1,,,Southroad,,,31,Ellington,MO,63638,,,2016
NY24001090920151006307000,NY,24001,09092015,1006307,000,1,185,,STMARKS PL,,,,New York City,NY,10301,,,2015
WI05020041420160000346000,WI,05020,04142016,0000346,000,1,3132,,Liberty Bell,RD,,,Green Bay,WI,54313,,,2016
FL07232012720160009633000,FL,07232,01272016,0009633,000,1,631,S,Dillard,ST,,,Winter Garden,FL,34787,,,2016
CT05202090520030000744000,CT,05202,09052003,0000744,000,1,180, ,HAWLEY LANE, , , ,Trumbull,CT,06611, , ,2003
NY11017090220130000210000,NY,11017,09022013,0000210,000,4,25,,RAILROAD,AVE,,,HUDSON,NY,12534,,North 7th St Washington St,2013
ILCS212100820150002889000,IL,CS212,10082015,0002889,000,1,12139,S,VINCENNES,RD,,18,BLUE ISLAND,IL,60406,,,2015
FL16072033020155015279000,FL,16072,03302015,5015279,000,1,5157,,PARK CLUB,DR,,,Sarasota,FL,34235,,,2015
OH25009102520155152886000,OH,25009,10252015,5152886,000,1,70,,MC MILLEN,AVE,,,COLUMBUS,OH,43201,,,2015
NJ20017011620140000075000,NJ,20017,01162014,0000075,000,1,639,,Mountain,AVE,SE,,Springfield,NJ,07081,,,2014
TN79553062820140065478000,TN,79553,06282014,0065478,000,1,00750,,ADAMS,AVE,,,MEMPHIS,TN,38104,,,2014
CO01601013020030005239000,CO,01601,01302003,0005239,000,2, ,W,Mexico,AVE, , ,Denver,CO,80219, ,S Xavier ST,2003
SC23111103020140004928000,SC,23111,10302014,0004928,000,2,,E,NORTH,ST,,,GREENVILLE,SC,29615,,N PLEASANTBURG DR,2014
CT06180030420020000583000,CT,06180,03042002,0000583,000,1,00012, ,CLINTONVILLE RD, , , ,North Haven,CT,06473,3710, ,2002
WA31D01122820140020264000,WA,31D01,12282014,0020264,000,1,2517,,122,PL,SE,,Everett,WA,98208,,,2014
MD22009062120140002558000,MD,22009,06212014,0002558,000,2,,,Athol,RD,,,Mardela Springs,MD,21837,,Porter Mill Road,2014
GA10706051920130002409000,GA,10706,05192013,0002409,000,1,279,,Deep Step,RD,,,Covington,GA,30014,,Eastwood Cir,2013
MI01904100520160001001000,MI,01904,10052016,0001001,000,1,15487,S,BUS 127,HWY,,,LANSING,MI,48906,,,2016
SC23314012020160000053000,SC,23314,01202016,0000053,000,1,25,,FOWLER,RD,,,TAYLORS,SC,29687,,,2016
ILWG394071020020000294000,IL,WG394,07102002,0000294,000,2, , ,BLACK,RD, , ,Shorewood,IL,60431, ,RAILROAD TRACKS,2002
ILWG204070420160001970000,IL,WG204,07042016,0001970,000,1,11899,,LEIGH,CT,,,FRANKFORT,IL,60423,,,2016
FL01042051920141436425000,FL,01042,05192014,1436425,000,1,700,SW,8,ST,,,Miami,FL,33140,,,2014
TXDH504101720144015016000,TX,DH504,10172014,4015016,000,1,240,,HIGH POINTE,LN,,,Cedar Hill,TX,75104,,,2014
NC01105111120100101451000,NC,01105,11112010,0101451,000,1,212, ,Bardon,PL, , ,Swannanoa,NC,28778, , ,2010
MER2910010620160000042000,ME,R2910,01062016,0000042,000,1,20,,COTTAGEWOOD,LN,,,Kennebunk,ME,04043,,,2016
NC08665120720151512004000,NC,08665,12072015,1512004,000,2,102,,TRACTOR,TRL,,,DOBSON,NC,27017,,SKEETER LNand,2015
CO04118092620161650490000,CO,04118,09262016,1650490,000,1,NA,,2114 N CIRCLE DR,,,,Colorado Springs,CO,80909,,,2016
FL04112050120166066553000,FL,04112,05012016,6066553,000,1,834H,,18,AVE,,,St Petersburg,FL,33705,,,2016
MA17002050620141401618000,MA,17002,05062014,1401618,000,1,30,,SUDBURY RD,,,,Acton,MA,01720,,FROM POWDERMILL ROAD 2ND BUILD,2014
OH12113012920150000135000,OH,12113,01292015,0000135,000,6,,,,,,,Springfield,OH,45503,,12 mile south of 6125 Urbana,2015
ILDD132060320160005592000,IL,DD132,06032016,0005592,000,1,1312,,MARGATE,CT,,,NAPERVILLE,IL,60565,,,2016
OH43031031320160000417000,OH,43031,03132016,0000417,000,1,29215,,Euclid,AVE,,,Wickliffe,OH,44092,,,2016
ILSG482073120110000163000,IL,SG482,07312011,0000163,000,1,1038,N,41,ST, , ,Washington Park,IL,62204, , ,2011
NC01309040320160002141000,NC,01309,04032016,0002141,000,1,200,,LOWE AV,,,,KANNAPOLIS,NC,28083,,S HARDING AV,2016
FL10282062920160607839000,FL,10282,06292016,0607839,000,1,3850,NE,3RD,AVE,,,DEERFIELD BEACH,FL,33064,,3850 NE 3RD AV,2016
FL10282072120153101449000,FL,10282,07212015,3101449,000,1,3101,SW,37TH,TER,,,WEST PARK,FL,33023,,3101 SW 37TH TER,2015
CA31085022720161602437000,CA,31085,02272016,1602437,000,1,1300,,CIRBY,WAY,,,ROSEVILLE,CA,95661,,,2016
TXSA308011620090001381000,TX,SA308,01162009,0001381,000,1,21956, ,Chapel,WAY, , ,Montgomery,TX,77356, , ,2009
CA36058061220161604991000,CA,36058,06122016,1604991,000,2,,,FRANCIS,,,,CHINO,CA,91710,,RAMONA,2016
VA76000061620080012761000,VA,76000,06162008,0012761,000,1,0,E,21st,St, , ,Richmond,VA,23224, , ,2008
GA11211062220161602388000,GA,11211,06222016,1602388,000,1,270,,big ridge rd,,,,Jasper,GA,30143,,,2016
KSSG111032420160016677000,KS,SG111,03242016,0016677,000,1,10665,W,13TH,ST,N,,Wichita,KS,67212,,,2016
CA38005011020100002934000,CA,38005,01102010,0002934,000,1, , ,GOLDEN GATE,AVE, , ,SF,CA,94117, , ,2010
IA52001052420020000117000,IA,52001,05242002,0000117,000,1,280, ,Coral Court, , ,#202,Coralville,IA,52241, , ,2002
OH31103092120160004531000,OH,31103,09212016,0004531,000,1,7312,,East Miami River,RD,,,Cincinnati,OH,45247,,,2016
AZ08140010520166000079000,AZ,08140,01052016,6000079,000,1,3626,,BLUEGRASS,DR,,,LAKE HAVASU CITY,AZ,86404,,,2016
TXBC605120220020204207000,TX,BC605,12022002,0204207,000,1,909, ,GRAND OAKS,CIR, , ,College Station,TX,77840, , ,2002
NJ08192062720150000226000,NJ,08192,06272015,0000226,000,1,234,,Gaunt,DR,,,Mickleton,NJ,08056,,,2015
CA30055022020161601618000,CA,30055,02202016,1601618,000,1,20331,,CYPRESS,ST,,,NEWPORT BEACH,CA,92660,,20331 CYPRESS ST,2016
SC40104102520160031134000,SC,40104,10252016,0031134,000,1,1601,,Longcreek,DR,,2508,COLUMBIA,SC,29210,,,2016
CT05070092020140006154000,CT,05070,09202014,0006154,000,1,916,,REEF,RD,,,FAIRFIELD,CT,06824,,,2014
PA64009012220040000011000,PA,64009,01222004,0000011,000,1,638, ,Paupack,ST, , ,Hawley,PA,18428, , ,2004
MA09181070720141403516000,MA,09181,07072014,1403516,000,2,0,,MUTUAL AID LAWRENCE,,,,METHUEN,MA,01844,,wells,2014
TXWB701070920140020227000,TX,WB701,07092014,0020227,000,1,2921,,AVENUE E EAST,,,,ARLINGTON,TX,76011,,,2014
CA42015031520160000993000,CA,42015,03152016,0000993,000,1,416,,Coronado,DR,,,LOMPOC,CA,93436,,,2016
VA70001111720150026858000,VA,70001,11172015,0026858,000,2,,,CENTER AVE,AVE,,,Newport News,VA,23605,,Shelly ave,2015
OH18089083120140001958000,OH,18089,08312014,0001958,000,1,19016,,Inglewood,DR,,,Rocky River,OH,44116,,,2014
IN43008101220100000253000,IN,43008,10122010,0000253,000,1, , ,E. 200 S., , , ,Pierceton,IN,46562, , ,2010
NJ04086011520160018879000,NJ,04086,01152016,0018879,000,1,,,NJ Route 42,,,,Blackwood,NJ,08012,,,2016
MD25001103020160149827000,MD,25001,10302016,0149827,000,1,6711,,PARK HEIGHTS,AVE,,APT 407,BALTIMORE,MD,21215,,,2016
WA32D01062820150007664000,WA,32D01,06282015,0007664,000,2,8500,S,SR 27,Hwy,,,Spokane Valley,WA,99206,,Dishman Mica,2015
KY49981110720151022421000,KY,49981,11072015,1022421,000,1,275,,Ky Hwy 1842,,W,,Cynthiana,KY,41031,,,2015
ILGC164051720160000637000,IL,GC164,05172016,0000637,000,1,413,E,BENTON,ST,,,Morris,IL,60450,,,2016
MD15555080420160096829000,MD,15555,08042016,0096829,000,1,6515,,KENHOWE,DR,,,BETHESDA,MD,20817,,,2016
AR72300092220142650175000,AR,72300,09222014,2650175,000,2,,N,OLD MISSOURI,RD,,,SPRINGDALE,AR,72764,,E EMMA AVE,2014
AZ08203122720110371996000,AZ,08203,12272011,0371996,000,1,1514,W,HAZELWOOD,ST, , ,PHOENIX,AZ,00000, , ,2011
TXWB901120420163390190000,TX,WB901,12042016,3390190,000,1,3735,,CENTURY,PL,,,Fort Worth,TX,76133,,,2016
FL05082100820110111882000,FL,05082,10082011,0111882,000,6, , ,Chalet Suzanne,RD, , ,Lake Wales,FL,33853, ,150 yards east of Highway 27,2011
CA01065121520161612997000,CA,01065,12152016,1612997,000,1,2016,,PINE,ST,,,LIVERMORE,CA,94550,,,2016
TXNV402011220082008009000,TX,NV402,01122008,2008009,000,1,220, ,FM 473, , , ,Comfort,TX,78013, , ,2008
AR72300011720160000373000,AR,72300,01172016,0000373,000,1,609,W,MAPLE,AVE,,B,Springdale,AR,72764,,,2016
ILTA271020120140000436000,IL,TA271,02012014,0000436,000,3,317,,KOCH,ST,,,PEKIN,IL,61554,,,2014
NJ04086091920150306009000,NJ,04086,09192015,0306009,000,2,,,DITTESS,LN,,,Erial,NJ,08081,,Prospect Ln,2015
WV33104110820150013694000,WV,33104,11082015,0013694,000,1,179,,SPRING STREET,,,,GREAR CACAPON,WV,25432,,,2015
WI40160021120090000103000,WI,40160,02112009,0000103,000,2, ,S,110th,ST, , ,Hales Corners,WI,53130, ,W LIBERTY AVE,2009
ILLA122092720030021503000,IL,LA122,09272003,0021503,000, , , ,450 W RT22, , , , , ,60010, , ,2003
OH78143120920140000704000,OH,78143,12092014,0000704,000,1,33,S,OUTER,DR,,,VIENNA,OH,44473,,,2014
TXBS602120220120000608000,TX,BS602,12022012,0000608,000,1,,,Danny,LN,,,PORT LAVACA,TX,77979,,,2012
FL0603211182015-011784000,FL,06032,11182015,-011784,000,1,144,,SE 27TH AVE,,,,BOYNTON BEACH,FL,33435,,,2015
FL07252051320144041649000,FL,07252,05132014,4041649,000,1,1452,,PINE HILLS,,,,Orlando,FL,32808,,,2014
AL00138080920050000486000,AL,00138,08092005,0000486,000,5,1595, ,PINE,AVE, , ,MULGA,AL,35118, , ,2005
MN27218062920160022190000,MN,27218,06292016,0022190,000,1,350,,Van White Memorial,BLVD,,214,MINNEAPOLIS,MN,55405,,,2016
TXKA926052520151440273000,TX,KA926,05252015,1440273,000,1,13405,,EAST,FWY,,,HOUSTON,TX,77015,,,2015
VA76000122620160038226000,VA,76000,12262016,0038226,000,1,1400,,BAINBRIDGE,ST,,,Richmond,VA,23234,,,2016
GA06001030120141414943000,GA,06001,03012014,1414943,000,1,,,FREEDOM PKWY,,NE,,POPULATED BY CAD,GA,30303,,,2014
FL19182092820160068961000,FL,19182,09282016,0068961,000,1,415,,ATZ,,,,MELBOURNE,FL,32901,,,2016
CO03745050720070127003000,CO,03745,05072007,0127003,000,1,1020, ,VAIL VIEW, , , ,Vail,CO,81657, , ,2007
FL13012050920150010246000,FL,13012,05092015,0010246,000,1,8248,,PIN OAK,RD,,,TALLAHASSEE,FL,32305,,8248 PIN OAK RD,2015
ILCS931022420150120231000,IL,CS931,02242015,0120231,000,1,6922,S,PARNELL,AVE,,3S,Chicago,IL,60621,,X1527 BL W 70TH ST X2529 B,2015
VA92002101420160005509000,VA,92002,10142016,0005509,000,1,500,,MONTGOMERY,ST,,,Alexandria,VA,22304,,,2016
PA23044051920160000503000,PA,23044,05192016,0000503,000,1,725,S,Chester,RD,,,SpringfieldTownshi,PA,19064,,,2016
NJ02510100920160001728000,NJ,02510,10092016,0001728,000,1,66,E,Ridgewood,AVE,,,Ridgewood,NJ,07450,,,2016
SC23316112520160003140000,SC,23316,11252016,0003140,000,1,203,,LEAKE,ST,,,Mauldin,SC,29662,,,2016
GA06012092420150001823000,GA,06012,09242015,0001823,000,1,24,,Barrett,LN,,,McRaeHelena,GA,31055,,,2015
FL01032111220144232545000,FL,01032,11122014,4232545,000,1,26460,SW,124TH,AVE,,,MIAMIDADE,FL,33032,,,2014
AZ12033021920150500117000,AZ,12033,02192015,0500117,000,1,1520,N,MILLY,PL,,,CASA GRANDE,AZ,85122,,,2015
AL00313122820160037307000,AL,00313,12282016,0037307,000,2,,,I65 SOUTHBOUND,,,,MONTGOMERY,AL,36108,,NONE,2016
VA05900080620030042134000,VA,05900,08062003,0042134,000, , , ,6905 RIDGE WATER CT, , , , , , , , ,2003
OH57121060220160000882000,OH,57121,06022016,0000882,000,1,4916,W,NATIONALEVEN 39064916,RD,,,CLAYTON,OH,45315,,,2016
VA05900082620112382542000,VA,05900,08262011,2382542,000,1,3913, ,LINCOLNSHIRE,ST, , ,ANNADALE,OO,22003, , ,2011
GA07609052720160002562000,GA,07609,05272016,0002562,000,1,502,N,Houston,RD,,,Warner Robins,GA,31093,,,2016
MA17207012220150000583000,MA,17207,01222015,0000583,000,1,11,,MANHATTAN RD,RD,,,NEWTON,MA,02465,,,2015
VA00300110720041047149000,VA,00300,11072004,1047149,000,2, , ,RICHMOND,RD, , ,ALBEMARLE,VA,22947, ,BLACK CAT,2004
CT08120100320150005398000,CT,08120,10032015,0005398,000,2,,,EUGENE ONEILL,DR,,,NEW LONDON,CT,06320,,STATE ST,2015
MS61001091920161601968000,MS,61001,09192016,1601968,000,1,512,,DANIEL,LN,,,BRANDON,MS,39042,,,2016
CA43070033020160909082000,CA,43070,03302016,0909082,000,1,1123,W,HAMILTON,,,,Campbell,CA,95008,,,2016
WA31M07112220160008121000,WA,31M07,11222016,0008121,000,1,6927,,196TH,ST,SW,,LYNNWOOD,WA,98036,,,2016
FL10192081820160833697000,FL,10192,08182016,0833697,000,1,2301,NW,14TH,CT,,,FT LAUDERDALE,FL,33311,,2301 NW 14TH CT,2016
WA32M10070520160020841000,WA,32M10,07052016,0020841,000,2,0,S,MONROE,ST,,,SPOKANE,WA,99201,,2ND,2016
NC08702103020150020428000,NC,08702,10302015,0020428,000,1,645,,Painttown,RD,,,Cherokee,NC,28719,,,2015
NC07455110420130000234000,NC,07455,11042013,0000234,000,1,112,,Avon,LN,,,Greenville,NC,27858,,,2013
MI08203090120160002165000,MI,08203,09012016,0002165,000,1,27716,,WEDDEL,ST,,,BROWNSTOWN,MI,48183,,,2016
NC01106050920099100891000,NC,01106,05092009,9100891,000,1,7, ,LOVE IT,LN, ,TRAILER FIRE,ASHEVILLE,NC,28806, ,DEAVERVIEW RD,2009
GA06101052920161601827000,GA,06101,05292016,1601827,000,2,,,Possum Holler,RD,,,ELLIJAY,GA,30536,,hwy 52 E,2016
TXVW501012420150000025000,TX,VW501,01242015,0000025,000,1,206,,Cr 253,,,,Breckenridge,TX,76424,,,2015
GA04405122020020047824000,GA,04405,12202002,0047824,000, , , ,3503 Durden Dr, , , , , ,30341, , ,2002
NJ02460111020160001426000,NJ,02460,11102016,0001426,000,1,,,Paramus,RD,,,Paramus Boro,NJ,07652,,,2016
WA06M05042520155132674000,WA,06M05,04252015,5132674,000,1,11412,NE,49TH,ST,,B9,VANCOUVER,WA,98682,,,2015
TN47832062720140009146000,TN,47832,06272014,0009146,000,1,1460,,KENTON,WAY,,,Knoxville,TN,37922,,,2014
PA58013110620150014989000,PA,58013,11062015,0014989,000,1,,,silver lake station,,,,Brackney,PA,18812,,,2015
CA30020071120161606735000,CA,30020,07112016,1606735,000,1,566,,HAMILTON,ST,,11,Costa Mesa,CA,92627,,,2016
AZ15073070220150006791000,AZ,15073,07022015,0006791,000,1,2003,W,20TH,LN,,,YUMA,AZ,85364,,,2015
ILCS592051020160001255000,IL,CS592,05102016,0001255,000,1,20939,,Cicero,AVE,,,Matteson,IL,60443,,,2016
ID57301033020160000544000,ID,57301,03302016,0000544,000,1,623,S,MAIN,ST,,,MOSCOW,ID,83843,,Mosocw Family Medicine Exam R,2016
NE01005101820030025494000,NE,01005,10182003,0025494,000,1,817,S,27TH,ST, , ,OMAHA,NE,68105, ,817 S 27TH ST,2003
ILCN443061020150000656000,IL,CN443,06102015,0000656,000,1,8361,,Belmont,AVE,,,River Grove,IL,60171,,,2015
FL19182041120150024902000,FL,19182,04112015,0024902,000,2,,,524,,,,COCOA,FL,32926,, 524,2015
KSSG402123120050044761000,KS,SG402,12312005,0044761,000,1,2301,W,Ventoso,RD, ,SG111,Wichita,KS,67204, , ,2005
